City,State,Metro,CountyName,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12
Wilkes-Barre,PA,Scranton,Luzerne,50600,49000,47200,45500,44900,45500,46200,47100,48500,50000,51200,51500
Franklin,PA,Allentown,Carbon,197800,199800,198700,197000,196000,194600,192300,192700,193500,193600,192200,188200
East Hills,NY,New York,Nassau,1080800,1078000,1080200,1087300,1090800,1093500,1097600,1100500,1101200,1103500,1105900,1107600
Montrose,MN,Minneapolis-St Paul,Wright,174200,174000,174300,175000,175800,176700,178200,180600,183100,184200,184400,185200
Dilworth,MN,Fargo,Clay,163700,164800,166100,167000,168600,170400,171400,171300,171400,171900,172300,172600
Hallettsville,TX,,Lavaca,102200,102700,103000,103500,103700,104300,105500,106700,107200,108100,109000,109800
Holland,NY,Buffalo,Erie,147100,148100,148600,149000,148300,147000,147100,148500,150000,151700,153700,153600
Fayette,PA,,Juniata,138500,139300,140200,140800,141500,142400,143300,144100,144600,144600,144300,144700
Campbell,NY,Corning,Steuben,94300,95900,98300,100400,101900,103600,105200,105200,105200,106100,107300,107100
Pistakee Highlands,IL,Chicago,McHenry,129800,129500,130500,132100,133500,134500,135400,135700,135500,135400,135300,135300
Princeton,MA,Worcester,Worcester,307200,309100,310900,312700,314900,317000,319400,322700,326800,331100,334400,336600
Canisteo,NY,Corning,Steuben,54700,54400,54700,55200,55600,56200,57300,58500,59900,61600,63600,65400
Rochester,NY,Kingston,Ulster,191800,191300,192700,194700,194500,194700,196500,197000,197000,197700,199300,200600
Lordstown,OH,Youngstown,Trumbull,115600,116200,116900,117300,117500,117700,117900,118700,120100,122400,124700,126500
Mount Sterling,OH,Columbus,Madison,101200,101400,102000,102600,102900,103300,104000,104500,105000,106100,107100,108300
Box Elder,SD,Rapid City,Pennington,178600,179100,180500,182600,184500,185400,186400,187500,188600,189200,189800,190500
Gaston,OR,Portland,Washington,294500,297400,299600,302600,308100,313400,316700,319600,322500,325200,327200,329700
Clarkdale,AZ,Prescott,Yavapai,224100,226300,227300,228100,229600,232200,235400,237600,238800,240200,242700,245400
Ripley,OH,Cincinnati,Brown,76900,74900,72300,70300,68800,67400,66000,64900,64500,65000,65400,65100
Skiatook,OK,Tulsa,Osage,126800,128600,129700,130500,131100,132100,133100,133900,134100,134400,134800,135300
Westerlo,NY,Albany,Albany,156400,157700,158300,158000,156800,156400,158800,162200,166200,170900,174300,174400
Glen Rose,TX,Dallas-Fort Worth,Somervell,204400,205900,207500,208500,209600,211000,212500,213800,214900,216000,217100,218200
Manchester,GA,Atlanta,Meriwether,48300,48300,48500,48500,48700,48900,49100,49700,50300,50700,50800,50900
Union City,MI,Coldwater,Branch,63800,64300,64300,63700,63000,62700,62800,62800,62800,63100,63700,64100
Richland,NY,Syracuse,Oswego,94100,94000,94800,95200,96100,97500,97700,97000,97200,97300,97400,99300
Cambrian Park,CA,San Jose,Santa Clara,1128800,1132800,1139100,1141400,1137300,1131700,1129700,1131400,1137400,1143400,1154200,1174100
New Baltimore,NY,,Greene,165600,167000,168500,170300,171900,173200,174300,175300,176100,176600,176700,176600
Roebuck,SC,Spartanburg,Spartanburg,128800,129600,129800,129800,130600,131900,133100,134100,135000,135700,136600,137800
Dickinson,NY,Binghamton,Broome,95600,95900,97200,98600,100200,100800,100500,100400,100700,100200,99300,99300
Hadley,MA,Springfield,Hampshire,305800,305800,305900,305400,303900,303200,304300,306600,308600,310400,312000,313400
Albany,IN,Muncie,Delaware,68800,69000,69500,70100,70100,70100,70600,72500,74700,76200,76400,76000
Daugherty,PA,Pittsburgh,Beaver,130300,128800,127300,127000,128400,129600,130000,130500,131800,134700,137700,139800
Bicknell,IN,Vincennes,Knox,50600,49700,49100,49500,50400,51300,51800,51800,51800,52100,52400,52400
Seaford,VA,Virginia Beach,York,266400,264600,263900,265100,267300,268700,269300,269500,270400,271100,271200,270900
Orangetown,NY,New York,Rockland,427400,426900,428400,431800,436100,438200,438600,438000,436600,434400,433200,433400
Patterson,PA,Pittsburgh,Beaver,103800,100100,97300,96000,96400,97700,99600,101500,104200,106700,107700,107900
York,NY,Rochester,Livingston,108600,109100,109400,110400,110800,110800,111200,111600,111700,111900,111500,111200
Tuckerton,NJ,New York,Ocean,163700,160900,158900,157900,157800,158200,157800,156800,155800,154200,153300,154900
Fairview,GA,Chattanooga,Walker,73600,73700,73800,74000,73900,73900,74200,74800,75300,75300,75000,75100
Manheim,PA,York,York,208400,209100,208600,208300,208200,208500,208600,208800,209000,210300,212000,214500
Longview,NC,Hickory,Catawba,63400,63000,62700,62200,61200,61000,61700,62000,62200,63100,64200,65000
Keating,PA,Bradford,McKean,62500,62700,62700,62400,62200,62200,62300,62100,61800,61600,61600,61700
Jonesville,MI,Hillsdale,Hillsdale,95000,94500,94000,94000,93800,93800,94600,96000,97800,99900,101400,102100
Lower Towamensing,PA,Allentown,Carbon,154500,155900,154600,153000,152400,151700,151100,152900,154300,154700,154400,151400
Richmond,NY,Rochester,Ontario,139400,138600,138600,138600,138800,138900,139100,139100,138700,138400,138700,139400
Pulaski,PA,New Castle,Lawrence,119000,118400,118800,119800,120500,120900,121400,121300,120600,120100,120700,122300
Fruit Heights,UT,Ogden,Davis,337800,338200,339600,342500,344200,345800,349700,354500,357200,358200,358400,359300
Indian Head Park,IL,Chicago,Cook,225500,226000,225500,224600,224500,224100,222300,220100,218000,216700,216200,215800
Chester,NY,Glens Falls,Warren,211900,212500,212200,212300,213400,214200,214200,214300,215200,214900,214800,214400
Taylor,PA,Scranton,Lackawanna,90200,92100,91900,88900,85700,85800,88600,92500,94300,93500,91800,91100
Nesquehoning,PA,Allentown,Carbon,79800,80400,79700,78300,77400,76400,75500,75700,75700,75400,75000,73700
Chelan,WA,Wenatchee,Chelan,235500,236100,235200,235500,235600,234600,234500,235100,236200,239500,244500,249100
Aynor,SC,Myrtle Beach,Horry,122000,122200,121600,121600,121600,121900,124400,128100,130800,132100,133500,134600
Windham,OH,Akron,Portage,79000,78300,77200,76300,75300,74400,75200,76600,76900,77200,77500,77500
Kane,PA,Bradford,McKean,46400,46400,46800,47200,47300,47100,46900,47000,46900,46900,47000,47000
White Plains,MD,Washington,Charles,293200,292900,292900,293200,293000,292700,294300,297600,300600,301600,301400,302600
Forestville,CA,Santa Rosa,Sonoma,421800,424100,427400,429600,430600,433700,438300,440000,440900,444600,448900,455700
Ringgold,GA,Chattanooga,Catoosa,125800,125700,126000,126500,127300,127800,127800,128100,128800,129100,129500,130800
Pleasant Valley,MO,Kansas City,Clay,133400,133800,134400,135000,135200,135700,136700,137900,138800,139500,140700,141900
Walton Park,NY,New York,Orange,230100,230600,231500,232800,234800,237100,239800,242800,245900,249100,251700,253100
Micanopy,FL,Gainesville,Alachua,140900,141300,143700,147400,149400,149100,148000,148100,150400,153300,154400,153900
Dover,TN,,Stewart,96600,97000,97200,97500,97700,97500,97500,98100,98600,99000,99700,100400
Mount Shasta,CA,,Siskiyou,244000,243900,245800,247900,247900,247900,250000,252200,253500,254100,254200,253400
Edgewater,CO,Denver,Jefferson,316400,318200,320600,323700,326600,330000,335500,341300,345800,348700,351300,353900
Kenansville,NC,,Duplin,81300,82100,82800,83600,85000,86400,86800,86400,86500,87600,88100,88900
Norwich,VT,Claremont,Windsor,383400,382300,383600,387400,392000,395800,397300,397900,399000,400900,404200,407300
Wading River,NY,New York,Suffolk,372300,372500,373100,374000,375600,376400,376200,375600,375800,374700,374500,376000
Kingston,OH,Chillicothe,Ross,127400,127200,127600,128400,128800,129500,129900,130200,130500,130600,130300,130700
Somerset,OH,Columbus,Perry,114300,115400,116300,116900,118300,119900,122400,125200,127200,128100,129400,130900
Woodville,OH,Fremont,Sandusky,116900,117400,118100,119100,119500,119400,119500,119800,119600,119600,120100,120800
Amity Gardens,PA,Reading,Berks,187300,188000,188600,188800,188500,189000,191100,193200,194800,195600,195600,194600
Fort Recovery,OH,Celina,Mercer,152200,152900,153300,153500,153000,152800,152400,151800,152400,153500,153300,152500
Vandalia,MO,Mexico,Audrain,59100,59200,59500,60100,60300,60400,60600,60800,60700,60600,60500,60300
Richmond,ME,Portland,Sagadahoc,153300,153700,154300,154800,155200,156000,157800,160000,161100,161600,162200,162600
Whittier,NC,Cullowhee,Jackson,147500,147900,148200,149200,150000,150000,149300,148500,148100,148000,148100,148000
Howe,IN,,Lagrange,107900,108600,108800,109100,110200,111100,111300,111800,112600,112800,112200,111900
Etna,PA,Pittsburgh,Allegheny,75000,76800,77000,76100,74900,74100,74100,74700,75000,75000,74800,74400
Pratt,KS,,Pratt,69700,70000,70500,70500,70100,70100,70500,70700,70800,71200,71400,71400
San Juan Bautista,CA,San Jose,San Benito,618400,606300,598700,595200,590500,587200,587500,591900,599500,607500,609700,615200
Theresa,NY,Watertown,Jefferson,118000,119200,119700,118900,118400,119100,119700,119700,118600,116200,112900,113000
Spring City,PA,Philadelphia,Chester,152600,154400,157500,159900,161200,163000,165400,167000,168200,169900,171100,171300
Ovid,MI,Lansing,Clinton,89700,89900,89900,90600,91200,91400,91000,90500,89800,89100,88900,89800
Butler Beach,FL,Jacksonville,Saint Johns,279500,279000,279900,283100,286500,288300,289000,289700,291000,292700,296000,300200
Wheatfield,PA,Harrisburg,Perry,166100,166800,167900,169400,170300,170300,170000,170700,171600,171600,170900,170400
Palmyra,PA,New York,Pike,153800,154800,156100,157300,158100,158700,159900,161500,162600,163700,164700,165800
Metzger,OR,Portland,Washington,319800,323400,326800,331500,337100,342300,346700,350300,352900,354700,356400,358700
Wheatland,WI,Chicago,Kenosha,159100,159300,161100,163100,163700,163500,164100,165900,167900,168400,170200,173500
Waterloo,SC,Greenville,Laurens,120200,120100,120800,121500,122000,123600,124400,124100,123800,124100,124000,123500
Stockbridge,MI,Lansing,Ingham,124000,124100,124200,125300,126700,127600,129200,130500,131100,131800,133000,134200
Earl,PA,Reading,Berks,216200,216200,216800,217200,215900,214500,214300,215700,218600,221600,223800,225600
Maidens,VA,Richmond,Goochland,252000,253400,254800,256200,257200,258100,258700,258900,258500,258600,259000,259500
Wilder,ID,Boise City,Canyon,174500,175000,174000,174800,177800,181200,183100,185000,188100,192300,195300,198400
Moreland Hills,OH,Cleveland,Cuyahoga,413000,416200,417000,417200,419000,423900,428200,431100,433300,435500,437000,438900
Los Ranchos de Albuquerque,NM,Albuquerque,Bernalillo,369000,373800,378700,381200,381900,383100,384800,387700,391200,393500,394600,395100
London Britain,PA,Philadelphia,Chester,348200,349200,349800,349600,347800,345900,344800,344100,343000,342300,341900,341700
Boones Mill,VA,Roanoke,Franklin,153500,154600,155800,157600,159500,161000,162300,163400,163700,163500,163400,163600
Lyons,CO,Boulder,Boulder,388100,390300,393700,395900,397200,400100,404300,408300,412800,417900,422500,425900
Westover,WV,Morgantown,Monongalia,127600,127400,127400,127500,127900,128500,128900,129000,128800,128400,128700,129600
Slippery Rock,PA,New Castle,Lawrence,140200,139800,140000,140400,141600,143100,144200,144300,143900,143300,143700,144800
Earle,AR,Memphis,Crittenden,14000,14400,14700,14800,14800,14800,14600,14400,14400,14600,14600,14500
Glade Spring,VA,Kingsport,Washington,95700,96000,96000,96100,96100,96100,96100,96000,95700,95700,95600,95600
Ridgeway,NY,Rochester,Orleans,89200,89700,89700,89800,90100,90200,90800,91800,92600,93200,94000,95100
Merkel,TX,Abilene,Taylor,71900,71700,71500,71600,71700,72100,72800,73800,74700,75300,75700,76400
Richwood,TX,Houston,Brazoria,142700,143700,144900,146200,147500,148600,149600,150700,153200,158200,163500,167400
Clermont,GA,Gainesville,Hall,152300,152600,153000,153500,153800,153200,152900,153100,154200,155600,157100,158600
Angwin,CA,Napa,Napa,711500,722000,728800,726100,702900,669100,641600,641800,665600,691800,690900,676400
Rock Spring,GA,Chattanooga,Walker,121300,121500,121400,121400,121400,121700,122700,123400,123600,123700,123900,124800
South Londonderry,PA,Lebanon,Lebanon,226700,226100,226400,227900,229100,231200,233300,233900,233300,233200,232900,233100
Saint Charles,MN,Winona,Winona,156100,156500,157500,158200,157800,158200,159400,160200,161200,162900,164100,165000
Pohatcong,NJ,Allentown,Warren,162800,162900,163900,165200,166300,166400,165200,162800,161100,159400,157900,156800
Round Lake Park,IL,Chicago,Lake,80800,81600,83200,84300,84900,84500,83900,84200,84500,84200,84500,85700
Wesleyville,PA,Erie,Erie,74500,74300,74400,74500,74900,75800,77100,76900,75700,75000,75600,76800
Pennsbury,PA,Philadelphia,Chester,437400,440100,439800,437400,436000,439000,441800,441800,440500,438800,435100,430300
Turnersville,NJ,Philadelphia,Gloucester,245000,244600,244500,244400,243300,242800,243600,245600,248300,251000,252500,252300
New Windsor,MD,Baltimore,Carroll,274800,273500,272400,272900,274300,276500,278400,279200,279400,279500,280100,281400
Heber,AZ,Show Low,Navajo,157200,159800,161900,163300,164800,166000,166500,167300,168100,167700,166800,167600
Fairmount,IN,Marion,Grant,77000,76400,75700,75400,75300,75400,75800,76700,77300,77200,76700,76600
Orange,OH,Cleveland,Cuyahoga,289000,289200,288700,288400,289000,289400,290200,292100,294600,294700,293100,291500
Rio Vista,CA,Vallejo,Solano,304100,307000,310000,311700,312100,312600,314200,316400,317200,318100,320700,323400
Dunkirk,MD,Washington,Calvert,399500,400800,403600,407600,410100,408400,405100,405300,408400,411700,414700,416700
Vermontville,MI,Lansing,Eaton,94300,94700,94800,94600,94000,93400,93900,95900,98200,100200,103000,105600
Lakemoor,IL,Chicago,McHenry,126900,128200,129400,131800,133700,133900,134100,135500,137400,139000,139800,139300
Rye,NH,Boston,Rockingham,645800,651500,659700,666800,670800,673500,676400,676400,675400,679100,686900,693300
Masontown,PA,Pittsburgh,Fayette,70600,69600,67600,66500,68400,70800,71700,71700,71400,71500,71500,71300
Lawnton,PA,Harrisburg,Dauphin,146200,146800,147100,146500,145400,144900,145300,146200,146800,147400,148300,150200
Salmon,ID,,Lemhi,153000,153700,154700,155300,155400,155900,156600,157400,158400,159300,159900,160300
Hillsboro,KS,,Marion,78500,77800,74500,70500,69300,70100,70900,71600,72600,73300,73700,73900
Tularosa,NM,Alamogordo,Otero,97700,97300,96500,96300,96700,96600,96000,96100,96300,96400,96500,96900
De Witt,IA,Clinton,Clinton,138400,139300,139700,139800,139700,140100,140600,141100,141500,141900,142100,142600
Earlimart,CA,Visalia,Tulare,125400,125000,124700,125000,125600,126400,128000,129200,129800,130800,131400,130300
Pymatuning,PA,Youngstown,Mercer,97100,96600,95700,94700,94100,95000,95900,95600,94500,93500,92700,92000
Iowa Park,TX,Wichita Falls,Wichita,72700,73000,73600,74700,77100,79300,80300,80600,80400,80400,80900,82100
Sunapee,NH,Claremont,Sullivan,296700,297600,297900,298200,299800,302000,303100,303700,304100,304200,304300,303900
Ingram,PA,Pittsburgh,Allegheny,90100,91100,91400,92100,92900,93000,93300,95100,96600,97400,98300,99300
Roland,OK,Fort Smith,Sequoyah,86500,86800,87000,87200,87300,87800,88500,88700,88600,88400,88700,89400
Hudson Bend,TX,Austin,Travis,388700,390400,394300,400300,405700,409400,411600,412600,412500,412800,411700,411500
Abilene,KS,,Dickinson,96200,96700,96800,97200,97900,97700,97000,96500,96700,97000,97400,97800
Okeana,OH,Cincinnati,Butler,214900,215000,212900,211900,213100,215000,217600,220100,222400,224000,223900,222300
Dolores,CO,,Montezuma,205200,206100,206900,207600,208600,209800,212800,217000,220800,223900,226500,226900
Mooreville,MS,Tupelo,Lee,125400,126600,127000,127600,127800,127600,127700,128100,128400,129200,129800,130200
Argyle,TX,Dallas-Fort Worth,Denton,327500,327000,326300,325900,327400,332800,338900,343900,346800,349800,354100,359200
Orwell,OH,Ashtabula,Ashtabula,90500,90900,91400,92100,92700,92900,93100,93000,92800,93000,93500,94100
Kiskiminetas,PA,Pittsburgh,Armstrong,118900,119100,119400,120300,121100,121900,122800,123800,124400,125000,125300,125000
Darlington,MD,Baltimore,Harford,204800,203200,204000,207100,209600,210900,212600,217100,222000,224300,226900,233600
Gaylesville,AL,,Cherokee,95300,95500,96200,96800,97400,98100,99300,100600,101800,102200,102400,102800
Nottingham,PA,Pittsburgh,Washington,256100,256900,256100,255100,254300,252700,251200,251200,251600,253300,255000,254500
Douglass,PA,Reading,Berks,170100,171000,171900,172500,173000,174800,176200,176300,176500,177700,178300,177600
Union Bridge,MD,Baltimore,Carroll,242600,239800,238100,239800,241600,242100,242700,242600,242400,243100,245200,246700
Ebensburg,PA,Johnstown,Cambria,123600,125700,127200,127400,127400,127700,128000,127400,126000,125600,126800,127500
